midx,long_ret,short_ret,gross_ret,long_cost,short_cost,net_ret
23740,0.010844853609157212,0.008809827266234787,0.0020350263429224254,6.507599294352755e-4,6.275007638976407e-4,-0.0017432343504104916
23741,0.0037586499193582226,-0.01007488758053667,0.013833537499894893,6.507599294352755e-4,6.275007638976407e-4,0.010055276806561975
23742,0.06686844251478903,-0.0024651076535775578,0.06933355016836659,6.507599294352755e-4,6.275007638976407e-4,0.06555528947503367
23743,0.014657660105889966,0.019267869863396465,-0.004610209757506499,6.507599294352755e-4,6.275007638976407e-4,-0.008388470450839415
23744,-0.023682111344962974,-0.0038618599483621644,-0.01982025139660081,6.507599294352755e-4,6.275007638976407e-4,-0.023598512089933726
23745,-0.12033263753253029,-0.0711218445659586,-0.04921079296657169,6.507599294352755e-4,6.275007638976407e-4,-0.05298905365990461
23746,0.01970396199842983,0.00913697158589484,0.01056699041253499,6.507599294352755e-4,6.275007638976407e-4,0.006788729719202073
23747,0.008625729088869771,-0.0037136086872470164,0.012339337776116788,6.507599294352755e-4,6.275007638976407e-4,0.00856107708278387
23748,0.03946384172342556,0.059117888495159227,-0.019654046771733664,6.507599294352755e-4,6.275007638976407e-4,-0.02343230746506658
23749,-0.04634960638437752,-0.017419937869882034,-0.028929668514495483,6.507599294352755e-4,6.275007638976407e-4,-0.0327079292078284
23750,0.0821762961923917,0.010350445769972216,0.07182585042241948,6.507599294352755e-4,6.275007638976407e-4,0.06804758972908656
23751,0.03020372395822249,-0.020291951574768687,0.050495675532991176,6.507599294352755e-4,6.275007638976407e-4,0.04671741483965826
23752,-0.04892889937626029,0.007195448610907314,-0.0561243479871676,6.507599294352755e-4,6.275007638976407e-4,-0.05990260868050052
23753,0.04627355327980735,0.0358492023788131,0.01042435090099425,6.507599294352755e-4,6.275007638976407e-4,0.006646090207661335
23754,0.03617273816842174,0.018482270589011876,0.017690467579409862,6.507599294352755e-4,6.275007638976407e-4,0.01391220688607695
23755,0.06864208189115192,0.0627962720404071,0.005845809850744829,6.507599294352755e-4,6.275007638976407e-4,0.002067549157411907
23756,-0.008639508153511897,-0.03572728383798232,0.027087775684470426,6.507599294352755e-4,6.275007638976407e-4,0.023309514991137505
23757,-0.066082142065402,-0.08125339900997035,0.015171256944568348,6.507599294352755e-4,6.275007638976407e-4,0.011392996251235426
23758,0.07247126509989059,0.05374206419269825,0.018729200907192337,6.507599294352755e-4,6.275007638976407e-4,0.014950940213859414
23759,0.07841187375710801,-0.024824940442689868,0.10323681419979788,6.507599294352755e-4,6.275007638976407e-4,0.09945855350646496
23760,0.03684351089027092,0.027364650261639506,0.009478860628631416,6.507599294352755e-4,6.275007638976407e-4,0.005700599935298504
23761,-0.037884323357633684,-0.06550737256133149,0.027623049203697805,6.507599294352755e-4,6.275007638976407e-4,0.02384478851036489
23762,-0.06876677136399084,-0.03140077244101422,-0.03736599892297662,6.507599294352755e-4,6.275007638976407e-4,-0.04114425961630955
23763,-0.01585153127414146,0.09289328122510734,-0.1087448124992488,6.507599294352755e-4,6.275007638976407e-4,-0.11252307319258173
23764,0.06951890145162123,0.04131028242529243,0.028208619026328804,6.507599294352755e-4,6.275007638976407e-4,0.024430358332995884
